Date,Open,Close,High,Low
2000- 01- 04,"1,028.33","1,059.04","1,066.18","1,016.59"
2000- 01- 05,"1,006.87",986.31,"1,026.52",984.05
2000- 01- 06,"1,013.95",960.79,"1,014.90",953.50
2000- 01- 07,949.17,948.65,970.16,930.84
2000- 01- 10,979.67,987.24,994.94,965.02
2000- 01- 11,992.17,981.33,"1,005.87",981.23
2000- 01- 12,957.98,955.01,976.86,949.20
2000- 01- 13,955.06,951.05,960.73,939.25
2000- 01- 14,958.82,948.03,970.59,937.75
2000- 01- 17,962.67,983.27,986.09,950.75
2000- 01- 18,992.31,981.53,992.85,967.96
2000- 01- 19,969.31,938.78,977.00,938.74
2000- 01- 20,927.12,945.90,945.90,906.26
2000- 01- 21,928.55,925.16,942.20,911.83
2000- 01- 24,917.93,926.77,944.31,915.70
2000- 01- 25,909.12,891.22,918.48,891.22
2000- 01- 26,896.34,885.54,902.43,875.82
2000- 01- 27,888.27,909.23,912.49,879.00
2000- 01- 28,922.74,941.67,943.95,911.12
2000- 01- 31,924.83,943.88,948.84,922.92
2000- 02- 01,955.44,928.75,959.31,923.52
2000- 02- 02,929.69,943.59,950.13,923.40
2000- 02- 03,950.26,950.22,959.00,934.11
2000- 02- 07,953.23,973.13,982.03,951.31
2000- 02- 08,977.07,961.22,981.42,960.47
2000- 02- 09,967.53,976.05,979.92,959.13
2000- 02- 10,966.36,966.18,991.71,957.73
2000- 02- 11,990.11,953.22,990.75,941.24
2000- 02- 14,932.94,910.87,941.23,907.91
2000- 02- 15,916.89,879.70,919.43,875.05
2000- 02- 16,881.03,879.50,886.63,843.58
2000- 02- 17,869.35,897.52,901.83,869.35
2000- 02- 18,900.71,879.14,918.04,879.14
2000- 02- 21,864.61,845.32,871.08,843.65
2000- 02- 22,844.11,850.02,867.68,835.97
2000- 02- 23,866.14,880.67,882.79,852.89
2000- 02- 24,874.53,867.37,887.82,857.68
2000- 02- 25,856.06,864.76,873.08,847.14
2000- 02- 28,850.36,819.01,856.25,819.01
2000- 02- 29,843.31,828.38,846.37,810.53
2000- 03- 02,864.78,894.66,900.30,857.05
2000- 03- 03,909.81,894.83,910.02,882.48
2000- 03- 06,907.56,909.33,913.51,899.58
2000- 03- 07,907.01,907.34,907.85,893.09
2000- 03- 08,895.93,915.94,919.03,883.53
2000- 03- 09,922.71,884.59,928.55,884.59
2000- 03- 10,902.31,891.36,913.60,886.26
2000- 03- 13,890.87,854.66,890.87,849.52
2000- 03- 14,843.14,846.74,858.68,838.31
2000- 03- 15,837.35,837.53,841.73,820.30
2000- 03- 16,847.90,841.22,860.40,832.17
2000- 03- 17,864.36,855.57,869.82,850.04
2000- 03- 20,862.68,850.51,867.54,843.46
2000- 03- 21,850.91,863.41,863.41,838.98
2000- 03- 22,869.88,882.43,886.53,865.97
2000- 03- 23,888.89,867.62,892.78,862.84
2000- 03- 24,876.93,889.24,900.06,861.64
2000- 03- 27,893.13,886.71,893.13,876.52
2000- 03- 28,886.51,891.29,902.76,882.22
2000- 03- 29,886.69,908.51,913.35,881.52
2000- 03- 30,905.59,889.95,909.51,889.23
2000- 03- 31,872.02,860.94,885.74,860.52
2000- 04- 03,866.75,846.44,876.81,837.36
2000- 04- 04,835.24,830.16,850.10,814.54
2000- 04- 06,827.23,804.35,827.89,804.15
2000- 04- 07,811.38,837.38,838.82,811.38
2000- 04- 10,861.72,870.17,880.41,851.30
2000- 04- 11,864.65,855.05,864.65,839.82
2000- 04- 12,841.16,837.01,853.61,834.75
2000- 04- 14,808.46,800.89,816.07,793.74
2000- 04- 17,762.96,707.72,762.96,699.22
2000- 04- 18,738.10,747.30,769.38,724.05
2000- 04- 19,767.27,755.08,781.55,745.77
2000- 04- 20,752.04,761.25,765.01,749.61
2000- 04- 21,764.81,767.16,772.86,759.34
2000- 04- 24,767.05,747.58,770.72,746.16
2000- 04- 25,738.56,737.20,742.15,730.43
2000- 04- 26,751.89,713.23,760.21,712.42
2000- 04- 27,699.29,692.07,710.70,688.36
2000- 04- 28,698.06,725.39,727.26,698.06
2000- 05- 02,731.76,752.59,753.46,729.84
2000- 05- 03,751.07,752.76,755.62,742.94
2000- 05- 04,753.18,751.29,760.99,745.39
2000- 05- 08,759.15,770.24,778.46,759.15
2000- 05- 09,768.01,760.85,771.51,758.89
2000- 05- 10,757.36,759.51,764.64,753.73
2000- 05- 12,762.80,740.30,763.01,737.07
2000- 05- 15,737.21,728.67,740.16,719.60
2000- 05- 16,729.10,746.77,746.77,723.71
2000- 05- 17,752.52,727.18,769.01,726.89
2000- 05- 18,705.62,712.95,718.72,699.00
2000- 05- 19,712.13,730.68,730.71,695.73
2000- 05- 22,715.55,691.61,718.30,688.58
2000- 05- 23,674.03,679.76,694.44,674.03
2000- 05- 24,669.21,674.95,689.55,643.97
2000- 05- 25,696.69,699.53,708.59,685.18
2000- 05- 26,690.54,656.66,693.10,656.66
2000- 05- 29,627.40,655.93,664.27,625.14
2000- 05- 30,668.65,691.26,692.31,668.65
2000- 05- 31,708.04,731.88,744.60,708.04
2000- 06- 01,730.55,738.49,746.70,722.24
2000- 06- 02,759.22,760.69,776.49,750.38
2000- 06- 05,778.48,794.21,799.34,778.48
2000- 06- 07,798.23,822.54,822.98,792.71
2000- 06- 08,825.56,800.11,842.13,795.99
2000- 06- 09,800.28,836.40,836.82,790.43
2000- 06- 12,851.06,845.81,858.34,828.66
2000- 06- 13,833.18,804.45,835.29,800.32
2000- 06- 14,814.05,819.27,821.13,792.30
2000- 06- 15,814.62,770.95,814.62,770.70
2000- 06- 16,759.58,759.04,775.26,753.96
2000- 06- 19,748.47,755.38,777.13,744.90
2000- 06- 20,772.98,785.32,785.32,764.98
2000- 06- 21,793.67,781.87,799.44,780.68
2000- 06- 22,795.08,782.24,804.20,771.06
2000- 06- 23,772.18,778.94,778.94,768.29
2000- 06- 26,782.28,791.55,794.89,779.39
2000- 06- 27,799.58,809.87,810.70,795.55
2000- 06- 28,810.44,818.73,822.04,806.87
2000- 06- 29,828.59,818.90,830.80,807.93
2000- 06- 30,815.03,821.22,823.36,812.26
2000- 07- 03,824.83,835.21,836.53,824.83
2000- 07- 04,840.20,818.53,841.52,818.47
2000- 07- 05,818.40,830.40,830.40,810.10
2000- 07- 06,822.76,837.63,840.91,818.24
2000- 07- 07,841.50,841.74,851.62,837.84
2000- 07- 10,847.60,851.47,856.83,847.14
2000- 07- 11,856.17,836.86,863.53,836.86
2000- 07- 12,841.15,839.76,846.80,830.06
2000- 07- 13,840.45,845.75,849.03,833.05
2000- 07- 14,847.60,827.95,850.26,826.82
2000- 07- 18,822.30,812.33,829.19,806.88
2000- 07- 19,806.75,797.30,806.75,787.58
2000- 07- 20,786.22,778.90,791.41,774.47
2000- 07- 21,785.98,783.06,789.85,771.50
2000- 07- 24,766.44,737.89,769.81,736.38
2000- 07- 25,730.49,737.64,743.52,720.72
2000- 07- 26,742.45,743.84,748.61,723.32
2000- 07- 27,730.76,727.68,734.51,718.66
2000- 07- 28,706.56,692.65,712.57,691.01
2000- 07- 31,686.35,705.97,706.73,678.35
2000- 08- 01,710.05,727.10,727.53,700.83
2000- 08- 02,723.32,728.33,733.99,715.18
2000- 08- 03,734.49,722.08,736.23,719.27
2000- 08- 04,717.14,710.00,719.07,702.47
2000- 08- 07,693.50,675.59,694.48,675.59
2000- 08- 08,676.22,666.08,686.96,665.63
2000- 08- 09,677.22,710.23,710.23,677.22
2000- 08- 10,710.31,729.28,729.28,695.87
2000- 08- 11,711.42,722.21,732.78,708.25
2000- 08- 14,741.55,733.25,745.79,731.44
2000- 08- 16,748.73,751.14,754.46,745.68
2000- 08- 17,751.39,743.49,754.09,739.67
2000- 08- 18,747.65,728.32,750.42,726.90
2000- 08- 21,721.02,722.58,731.45,720.24
2000- 08- 22,722.94,738.61,739.02,722.94
2000- 08- 23,739.04,719.79,740.70,719.37
2000- 08- 24,722.62,718.86,729.00,706.21
2000- 08- 25,718.88,729.80,729.90,710.58
2000- 08- 28,728.88,731.81,735.32,726.36
2000- 08- 29,733.72,731.56,739.53,722.85
2000- 08- 30,726.63,718.93,727.39,718.93
2000- 08- 31,713.41,688.62,713.41,682.68
2000- 09- 01,690.93,692.19,698.28,685.32
2000- 09- 04,690.95,681.30,693.66,677.55
2000- 09- 05,677.74,679.24,685.05,668.08
2000- 09- 06,677.55,676.69,690.99,673.91
2000- 09- 07,663.09,656.37,664.10,654.36
2000- 09- 08,658.46,653.68,664.07,647.99
2000- 09- 14,636.70,650.14,650.14,621.26
2000- 09- 15,642.10,628.20,652.50,621.40
2000- 09- 18,591.98,577.56,595.10,552.78
2000- 09- 19,564.93,571.17,587.21,556.74
2000- 09- 20,594.32,606.08,607.78,594.24
2000- 09- 21,603.51,595.99,613.01,577.78
2000- 09- 22,574.26,553.25,578.22,551.00
2000- 09- 25,562.79,584.63,584.84,562.48
2000- 09- 26,576.95,587.60,593.72,574.32
2000- 09- 27,586.57,599.31,601.02,585.17
2000- 09- 28,606.60,605.85,610.53,595.97
2000- 09- 29,612.11,613.22,620.08,599.88
2000- 10- 02,595.68,589.22,599.03,585.53
2000- 10- 04,578.37,598.42,598.42,571.58
2000- 10- 05,605.81,606.79,616.22,604.25
2000- 10- 06,601.57,608.85,610.52,601.05
2000- 10- 09,606.81,589.18,606.90,589.18
2000- 10- 10,588.72,588.34,595.79,578.20
2000- 10- 11,576.44,557.18,576.44,548.29
2000- 10- 12,548.44,534.71,564.09,534.71
2000- 10- 13,514.82,524.60,525.71,498.56
2000- 10- 16,557.11,550.10,565.88,543.20
2000- 10- 17,536.20,512.85,545.08,512.85
2000- 10- 18,501.09,514.17,519.54,485.00
2000- 10- 19,510.19,515.04,531.20,506.49
2000- 10- 20,540.68,545.97,554.65,540.49
2000- 10- 23,555.11,528.37,556.00,527.18
2000- 10- 24,527.36,545.05,549.79,523.02
2000- 10- 25,539.93,542.33,545.86,532.99
2000- 10- 26,528.27,523.67,530.81,517.82
2000- 10- 27,528.59,515.34,534.84,515.34
2000- 10- 30,514.82,504.73,520.01,504.73
2000- 10- 31,497.59,514.48,514.48,483.58
2000- 11- 01,524.69,548.76,550.06,522.78
2000- 11- 02,543.94,558.10,563.98,540.93
2000- 11- 03,563.50,560.41,567.07,556.38
2000- 11- 06,557.64,556.66,581.47,555.41
2000- 11- 07,560.55,553.35,564.38,550.39
2000- 11- 08,549.21,558.09,562.89,545.77
2000- 11- 09,549.44,560.66,562.66,548.14
2000- 11- 10,557.94,565.18,567.34,555.11
2000- 11- 13,552.44,538.94,552.44,536.45
2000- 11- 14,543.53,552.99,552.99,543.53
2000- 11- 15,566.41,557.48,570.36,552.89
2000- 11- 16,557.85,555.04,561.17,550.46
2000- 11- 17,548.43,551.26,551.26,543.60
2000- 11- 20,543.78,537.40,547.56,537.24
2000- 11- 21,529.51,531.45,531.45,515.41
2000- 11- 22,525.50,522.33,532.95,520.61
2000- 11- 23,515.48,514.31,522.54,512.41
2000- 11- 24,518.15,530.84,530.84,515.32
2000- 11- 27,542.27,554.04,554.04,542.27
2000- 11- 28,544.44,536.94,547.31,535.96
2000- 11- 29,522.98,516.44,522.98,511.93
2000- 11- 30,518.82,509.23,518.82,499.52
2000- 12- 01,490.88,514.46,514.46,489.53
2000- 12- 04,520.14,501.73,520.52,499.72
2000- 12- 05,505.10,516.96,516.97,502.94
2000- 12- 06,535.19,517.89,540.63,517.87
2000- 12- 07,517.48,523.78,523.78,510.86
2000- 12- 08,523.40,534.81,535.47,523.40
2000- 12- 11,543.46,554.80,557.79,543.46
2000- 12- 12,556.22,543.08,558.50,541.99
2000- 12- 13,540.35,557.84,560.16,539.51
2000- 12- 14,548.14,547.38,554.89,540.73
2000- 12- 15,544.53,534.00,551.29,533.65
2000- 12- 18,529.37,539.27,541.78,529.37
2000- 12- 19,541.23,530.80,541.25,530.18
2000- 12- 20,517.37,514.21,525.79,513.24
2000- 12- 21,498.60,511.90,515.76,497.31
2000- 12- 22,514.54,500.60,518.90,500.41
2000- 12- 26,509.09,504.62,509.95,501.64
2001- 01- 02,503.31,520.95,521.34,500.97
2001- 01- 03,512.74,521.43,524.58,510.70
2001- 01- 04,551.53,558.02,567.16,550.91
2001- 01- 05,559.54,580.85,581.41,555.40
2001- 01- 08,573.72,586.65,587.91,572.48
2001- 01- 09,583.85,589.92,589.92,572.55
2001- 01- 10,586.63,560.81,593.86,560.81
2001- 01- 11,568.26,561.79,570.57,557.86
2001- 01- 12,578.95,587.87,601.09,578.95
2001- 01- 15,595.06,599.00,608.22,588.87
2001- 01- 16,600.68,603.42,608.51,588.42
2001- 01- 17,600.75,595.83,610.47,587.26
2001- 01- 18,597.15,604.05,612.90,596.66
2001- 01- 19,622.25,619.78,622.25,613.66
2001- 01- 22,622.52,627.45,627.45,614.08
2001- 01- 26,623.68,591.73,624.00,591.73
2001- 01- 29,592.75,596.54,598.11,587.42
2001- 01- 30,601.29,591.34,608.05,591.34
2001- 01- 31,594.76,617.91,617.91,593.54
2001- 02- 01,606.49,612.30,620.78,605.42
2001- 02- 02,614.51,608.48,616.67,602.13
2001- 02- 05,594.91,579.16,595.47,575.58
2001- 02- 06,577.25,586.58,587.23,573.52
2001- 02- 07,584.93,576.19,584.93,574.44
2001- 02- 08,577.12,591.57,591.66,577.12
2001- 02- 09,588.36,595.47,598.97,581.49
2001- 02- 12,587.62,599.20,602.90,584.37
2001- 02- 13,603.15,598.78,605.35,594.41
2001- 02- 14,594.93,603.83,607.59,592.32
2001- 02- 15,611.26,603.63,612.26,602.41
2001- 02- 16,605.93,604.92,611.54,604.27
2001- 02- 19,595.66,596.67,597.76,588.73
2001- 02- 20,595.77,608.74,609.36,593.17
