Date,Open,Close,High,Low
2011- 08- 15,"2,320.62","2,324.48","2,339.92","2,306.24"
2011- 08- 16,"2,309.57","2,323.67","2,323.67","2,269.99"
2011- 08- 17,"2,313.37","2,331.12","2,355.67","2,281.88"
2011- 08- 18,"2,313.16","2,206.61","2,313.16","2,177.29"
2011- 08- 19,"2,203.18","2,159.07","2,203.18","2,117.68"
2011- 08- 22,"2,148.00","2,183.39","2,227.14","2,140.32"
2011- 08- 23,"2,199.90","2,199.98","2,239.91","2,173.79"
2011- 08- 24,"2,209.12","2,238.70","2,258.13","2,191.74"
2011- 08- 25,"2,251.86","2,216.70","2,273.42","2,197.38"
2011- 08- 26,"2,216.37","2,190.44","2,220.34","2,140.57"
2011- 08- 29,"2,208.62","2,239.30","2,253.33","2,208.62"
2011- 08- 30,"2,252.20","2,239.14","2,264.09","2,216.31"
2011- 08- 31,"2,248.31","2,302.08","2,314.87","2,240.28"
2011- 09- 01,"2,309.64","2,305.75","2,326.78","2,265.23"
2011- 09- 02,"2,287.26","2,220.72","2,287.26","2,207.21"
2011- 09- 05,"2,191.17","2,107.27","2,191.17","2,092.71"
2011- 09- 06,"2,107.40","2,080.10","2,138.61","2,063.58"
2011- 09- 07,"2,106.18","2,151.16","2,151.16","2,106.18"
2011- 09- 08,"2,148.86","2,163.40","2,185.29","2,131.36"
2011- 09- 09,"2,154.20","2,073.67","2,158.90","2,069.64"
2011- 09- 12,"2,042.71","1,995.01","2,042.71","1,971.02"
2011- 09- 13,"2,016.93","2,036.64","2,045.96","1,948.65"
2011- 09- 14,"2,017.35","2,083.38","2,087.84","2,007.87"
2011- 09- 15,"2,091.50","2,155.62","2,185.58","2,091.50"
2011- 09- 16,"2,172.73","2,159.28","2,192.41","2,145.89"
2011- 09- 19,"2,123.89","2,096.10","2,123.89","2,080.16"
2011- 09- 20,"2,084.48","2,140.41","2,143.25","2,076.68"
2011- 09- 21,"2,138.21","2,098.49","2,138.55","2,093.89"
2011- 09- 22,"2,070.68","1,995.75","2,070.68","1,985.38"
2011- 09- 23,"2,013.88","2,026.03","2,027.73","1,935.89"
2011- 09- 26,"2,004.97","2,083.35","2,116.13","1,993.71"
2011- 09- 27,"2,108.47","2,194.03","2,194.43","2,108.47"
2011- 09- 28,"2,179.13","2,176.64","2,221.12","2,159.46"
2011- 09- 29,"2,168.20","2,212.44","2,232.02","2,162.17"
2011- 09- 30,"2,204.93","2,179.66","2,204.93","2,153.27"
2011- 10- 03,"2,146.70","2,138.24","2,153.90","2,108.72"
2011- 10- 04,"2,117.88","2,091.09","2,117.88","2,054.98"
2011- 10- 05,"2,118.75","2,179.42","2,180.22","2,115.38"
2011- 10- 06,"2,191.07","2,248.78","2,248.78","2,188.76"
2011- 10- 07,"2,248.48","2,269.19","2,290.73","2,237.36"
2011- 10- 10,"2,288.16","2,320.80","2,322.57","2,267.94"
2011- 10- 11,"2,315.29","2,315.97","2,320.57","2,285.63"
2011- 10- 12,"2,311.47","2,372.15","2,378.92","2,293.37"
2011- 10- 13,"2,361.62","2,332.52","2,384.41","2,319.73"
2011- 10- 14,"2,339.65","2,355.48","2,379.86","2,320.55"
2011- 10- 17,"2,368.79","2,315.89","2,393.40","2,303.01"
2011- 10- 18,"2,298.05","2,306.81","2,314.01","2,269.53"
2011- 10- 19,"2,316.72","2,330.08","2,345.12","2,311.61"
2011- 10- 20,"2,311.92","2,271.77","2,324.77","2,268.01"
2011- 10- 21,"2,283.85","2,337.51","2,340.81","2,279.25"
2011- 10- 24,"2,346.83","2,369.07","2,372.25","2,323.69"
2011- 10- 25,"2,360.56","2,343.96","2,375.17","2,321.86"
2011- 10- 26,"2,342.73","2,335.06","2,380.24","2,316.62"
2011- 10- 27,"2,361.68","2,476.92","2,482.92","2,361.68"
2011- 10- 28,"2,480.89","2,462.36","2,506.22","2,449.09"
2011- 10- 31,"2,443.68","2,385.22","2,443.68","2,385.22"
2011- 11- 01,"2,352.76","2,259.73","2,352.76","2,241.69"
2011- 11- 02,"2,278.70","2,291.89","2,301.29","2,240.16"
2011- 11- 03,"2,254.53","2,347.94","2,373.00","2,238.16"
2011- 11- 04,"2,355.96","2,291.47","2,370.38","2,278.75"
2011- 11- 07,"2,275.16","2,275.92","2,307.18","2,231.68"
2011- 11- 08,"2,279.44","2,303.20","2,347.25","2,276.68"
2011- 11- 09,"2,318.95","2,249.39","2,334.11","2,225.75"
2011- 11- 10,"2,223.49","2,254.92","2,291.31","2,211.37"
2011- 11- 11,"2,259.32","2,324.81","2,329.54","2,252.03"
2011- 11- 14,"2,333.27","2,288.32","2,344.81","2,273.83"
2011- 11- 15,"2,274.30","2,254.00","2,281.45","2,227.88"
2011- 11- 16,"2,249.05","2,267.96","2,299.11","2,238.39"
2011- 11- 17,"2,261.93","2,242.78","2,270.83","2,225.70"
2011- 11- 18,"2,233.30","2,236.68","2,264.25","2,220.27"
2011- 11- 21,"2,226.25","2,160.28","2,226.25","2,159.71"
2011- 11- 22,"2,172.52","2,136.81","2,189.59","2,136.81"
2011- 11- 23,"2,123.39","2,096.79","2,146.36","2,096.79"
2011- 11- 24,"2,108.42","2,090.25","2,134.33","2,076.65"
2011- 11- 25,"2,090.66","2,111.26","2,121.15","2,065.75"
2011- 11- 28,"2,128.58","2,221.76","2,221.76","2,128.58"
2011- 11- 29,"2,215.16","2,234.17","2,245.86","2,191.02"
2011- 11- 30,"2,218.00","2,330.43","2,341.32","2,203.52"
2011- 12- 01,"2,328.62","2,313.84","2,342.15","2,304.61"
2011- 12- 02,"2,331.40","2,342.50","2,371.22","2,331.40"
2011- 12- 05,"2,357.91","2,369.39","2,384.41","2,356.17"
2011- 12- 06,"2,356.28","2,356.71","2,372.41","2,342.65"
2011- 12- 07,"2,379.69","2,344.92","2,402.39","2,311.07"
2011- 12- 08,"2,357.82","2,288.05","2,373.34","2,284.91"
2011- 12- 09,"2,277.16","2,342.59","2,346.59","2,265.80"
2011- 12- 12,"2,332.48","2,269.46","2,332.48","2,269.46"
2011- 12- 13,"2,271.14","2,260.98","2,289.22","2,245.42"
2011- 12- 14,"2,252.44","2,205.91","2,261.75","2,205.91"
2011- 12- 15,"2,212.74","2,224.89","2,244.49","2,206.62"
2011- 12- 16,"2,229.73","2,202.72","2,240.99","2,199.00"
2011- 12- 19,"2,193.54","2,202.95","2,234.32","2,182.76"
2011- 12- 20,"2,200.50","2,262.39","2,262.39","2,191.16"
2011- 12- 21,"2,275.60","2,244.35","2,313.15","2,237.54"
2011- 12- 22,"2,253.12","2,273.02","2,282.10","2,253.12"
2011- 12- 23,"2,286.06","2,290.37","2,298.47","2,281.65"
2011- 12- 27,"2,294.15","2,290.31","2,309.03","2,285.87"
