Date,Open,Close,High,Low
2000- 01- 03,4186.19,4131.15,4192.19,3989.71
2000- 01- 04,4020.0,3901.69,4073.25,3898.23
2000- 01- 05,3854.35,3877.54,3924.21,3734.87
2000- 01- 06,3834.44,3727.13,3868.76,3715.62
2000- 01- 07,3711.09,3882.62,3882.67,3711.09
2000- 01- 10,4002.23,4049.67,4072.36,3882.63
2000- 01- 11,4031.38,3921.19,4066.66,3904.82
2000- 01- 12,3950.95,3850.02,3950.98,3834.53
2000- 01- 13,3915.14,3957.21,3957.47,3858.22
2000- 01- 14,4045.72,4064.27,4091.95,4045.72
2000- 01- 18,4059.65,4130.81,4148.0,4053.21
2000- 01- 19,4116.27,4151.29,4164.65,4084.73
2000- 01- 20,4205.06,4189.51,4227.35,4143.61
2000- 01- 21,4236.65,4235.4,4238.0,4168.3
2000- 01- 24,4290.38,4096.08,4303.15,4095.31
2000- 01- 25,4124.75,4167.41,4167.63,4028.51
2000- 01- 26,4174.72,4069.91,4174.72,4069.91
2000- 01- 27,4120.5,4039.56,4140.09,3973.59
2000- 01- 28,4010.14,3887.07,4048.31,3856.23
2000- 01- 31,3873.84,3940.35,3940.46,3748.03
2000- 02- 01,3961.07,4051.98,4053.16,3911.84
2000- 02- 02,4059.03,4073.96,4125.75,4051.44
2000- 02- 03,4134.65,4210.98,4211.06,4085.53
2000- 02- 04,4242.15,4244.14,4294.84,4210.99
2000- 02- 07,4274.03,4321.77,4321.96,4244.15
2000- 02- 08,4370.01,4427.5,4428.48,4370.01
2000- 02- 09,4460.18,4363.24,4460.76,4362.74
2000- 02- 10,4390.16,4485.63,4485.67,4357.69
2000- 02- 11,4489.33,4395.45,4489.79,4360.54
2000- 02- 14,4434.38,4418.55,4435.96,4355.54
2000- 02- 15,4415.52,4420.77,4440.62,4291.1
2000- 02- 16,4427.19,4427.65,4477.64,4413.66
2000- 02- 17,4483.01,4548.92,4553.14,4444.75
2000- 02- 18,4563.72,4411.74,4564.45,4404.61
2000- 02- 22,4432.83,4382.12,4443.94,4291.01
2000- 02- 23,4406.88,4550.33,4567.97,4382.12
2000- 02- 24,4583.89,4617.65,4620.03,4495.2
2000- 02- 25,4618.83,4590.5,4662.93,4576.19
2000- 02- 28,4575.07,4577.85,4626.72,4466.42
2000- 02- 29,4646.64,4696.69,4698.46,4637.17
2000- 03- 01,4732.82,4784.08,4796.9,4696.69
2000- 03- 02,4816.81,4754.51,4829.01,4705.45
2000- 03- 03,4846.01,4914.79,4914.79,4813.82
2000- 03- 06,4935.65,4904.85,4980.15,4887.88
2000- 03- 07,4991.97,4847.84,5006.78,4829.88
2000- 03- 08,4920.86,4897.26,4923.14,4722.14
2000- 03- 09,4913.08,5046.86,5047.96,4857.57
2000- 03- 10,5060.34,5048.62,5132.52,5039.35
2000- 03- 13,4879.03,4907.24,5027.73,4839.26
2000- 03- 14,4997.31,4706.63,5013.49,4706.61
2000- 03- 15,4758.44,4582.62,4758.44,4553.92
2000- 03- 16,4658.44,4717.39,4717.76,4455.1
2000- 03- 17,4702.03,4798.13,4805.94,4702.03
2000- 03- 20,4812.14,4610.0,4822.7,4610.0
2000- 03- 21,4589.52,4711.68,4712.24,4467.53
2000- 03- 22,4750.54,4864.75,4900.42,4736.9
2000- 03- 23,4874.17,4940.61,4975.66,4864.75
2000- 03- 24,4986.54,4963.03,5078.86,4902.83
2000- 03- 27,4994.42,4958.56,5022.23,4946.61
2000- 03- 28,4939.05,4833.89,4952.93,4833.89
2000- 03- 29,4860.02,4644.67,4860.02,4641.01
2000- 03- 30,4540.44,4457.89,4683.88,4355.69
2000- 03- 31,4550.21,4572.83,4606.48,4381.38
2000- 04- 03,4494.89,4223.68,4572.84,4193.1
2000- 04- 04,4283.45,4148.89,4283.45,3649.11
2000- 04- 05,4025.9,4169.22,4286.88,4009.09
2000- 04- 06,4266.8,4267.56,4324.09,4196.51
2000- 04- 07,4354.13,4446.45,4446.45,4323.18
2000- 04- 10,4475.2,4188.2,4475.2,4188.17
2000- 04- 11,4094.61,4055.9,4182.96,4009.52
2000- 04- 12,4050.32,3769.63,4077.92,3769.17
2000- 04- 13,3839.56,3676.78,3914.68,3676.67
2000- 04- 14,3597.44,3321.29,3615.64,3265.98
2000- 04- 17,3232.94,3539.16,3539.77,3227.04
2000- 04- 18,3596.15,3793.57,3794.97,3563.83
2000- 04- 19,3832.65,3706.41,3851.56,3698.33
2000- 04- 20,3735.08,3643.88,3751.33,3599.68
