Date,Open,Close,High,Low
2001- 08- 01,"1,713.67","1,729.53","1,743.73","1,704.43"
2001- 08- 02,"1,758.93","1,751.45","1,766.58","1,718.94"
2001- 08- 03,"1,744.02","1,725.90","1,744.02","1,709.31"
2001- 08- 06,"1,705.88","1,702.84","1,718.59","1,700.24"
2001- 08- 07,"1,695.27","1,696.37","1,717.11","1,684.09"
2001- 08- 08,"1,681.85","1,626.20","1,710.52","1,618.77"
2001- 08- 09,"1,622.45","1,628.92","1,639.54","1,603.98"
2001- 08- 10,"1,621.50","1,617.45","1,634.67","1,576.07"
2001- 08- 13,"1,627.34","1,653.27","1,657.99","1,615.26"
2001- 08- 14,"1,665.16","1,629.95","1,672.07","1,627.61"
2001- 08- 15,"1,629.53","1,572.03","1,641.84","1,571.92"
2001- 08- 16,"1,548.30","1,581.98","1,582.20","1,526.81"
2001- 08- 17,"1,541.61","1,516.58","1,556.01","1,514.00"
2001- 08- 20,"1,518.19","1,535.99","1,536.78","1,506.53"
2001- 08- 21,"1,538.80","1,480.74","1,550.20","1,480.43"
2001- 08- 22,"1,504.65","1,515.41","1,517.83","1,467.58"
2001- 08- 23,"1,513.37","1,496.98","1,542.59","1,496.64"
2001- 08- 24,"1,521.48","1,579.62","1,579.68","1,515.34"
2001- 08- 27,"1,576.16","1,578.33","1,601.97","1,559.67"
2001- 08- 28,"1,579.55","1,526.30","1,581.82","1,526.08"
2001- 08- 29,"1,538.16","1,499.76","1,541.94","1,491.22"
2001- 08- 30,"1,472.65","1,453.90","1,495.10","1,438.91"
2001- 08- 31,"1,444.73","1,469.70","1,484.99","1,443.55"
2001- 09- 04,"1,466.32","1,424.12","1,502.67","1,424.06"
2001- 09- 05,"1,425.35","1,415.30","1,440.33","1,371.30"
2001- 09- 06,"1,392.00","1,361.69","1,418.66","1,360.57"
2001- 09- 07,"1,347.62","1,354.27","1,390.12","1,339.89"
2001- 09- 10,"1,342.08","1,365.39","1,375.60","1,339.41"
2001- 09- 17,"1,277.12","1,252.70","1,310.23","1,251.89"
2001- 09- 18,"1,268.28","1,224.64","1,282.73","1,220.99"
2001- 09- 19,"1,230.14","1,208.23","1,242.73","1,135.85"
2001- 09- 20,"1,175.10","1,166.27","1,205.64","1,160.61"
2001- 09- 21,"1,088.96","1,126.95","1,160.24","1,088.96"
2001- 09- 24,"1,166.72","1,191.02","1,202.57","1,158.86"
