Date,Open,Close,High,Low
2000- 01- 03,"1,469.20","1,455.20","1,478.00","1,438.40"
2000- 01- 04,"1,455.20","1,399.40","1,455.20","1,397.40"
2000- 01- 05,"1,399.40","1,402.10","1,413.30","1,377.70"
2000- 01- 06,"1,402.10","1,403.50","1,411.90","1,392.00"
2000- 01- 07,"1,403.50","1,441.50","1,441.50","1,400.50"
2000- 01- 10,"1,441.50","1,457.60","1,464.40","1,441.50"
2000- 01- 11,"1,457.60","1,438.60","1,458.80","1,434.40"
2000- 01- 12,"1,439.10","1,432.20","1,445.30","1,427.30"
2000- 01- 13,"1,432.20","1,449.70","1,454.60","1,432.20"
2000- 01- 14,"1,449.70","1,465.20","1,473.00","1,449.70"
2000- 01- 18,"1,465.20","1,455.10","1,465.20","1,451.20"
2000- 01- 19,"1,455.10","1,455.90","1,462.20","1,448.70"
2000- 01- 20,"1,455.90","1,445.60","1,465.60","1,438.60"
2000- 01- 21,"1,445.60","1,441.40","1,452.80","1,439.50"
2000- 01- 24,"1,441.40","1,401.50","1,454.20","1,395.40"
2000- 01- 25,"1,401.50","1,410.00","1,414.30","1,388.50"
2000- 01- 26,"1,410.00","1,404.10","1,412.50","1,400.10"
2000- 01- 27,"1,404.10","1,398.60","1,419.00","1,380.50"
2000- 01- 28,"1,398.60","1,360.20","1,398.60","1,356.10"
2000- 01- 31,"1,360.20","1,394.50","1,394.50","1,350.00"
2000- 02- 01,"1,394.50","1,409.30","1,412.60","1,384.80"
2000- 02- 02,"1,409.30","1,409.10","1,420.50","1,403.20"
2000- 02- 03,"1,409.10","1,425.00","1,425.80","1,398.50"
2000- 02- 04,"1,425.00","1,424.40","1,436.00","1,420.50"
2000- 02- 07,"1,424.40","1,424.20","1,427.20","1,413.30"
2000- 02- 08,"1,424.20","1,441.70","1,442.00","1,424.20"
2000- 02- 09,"1,443.30","1,411.70","1,444.40","1,411.60"
2000- 02- 10,"1,411.70","1,416.80","1,422.00","1,406.40"
2000- 02- 11,"1,416.80","1,387.10","1,416.80","1,379.20"
2000- 02- 14,"1,387.10","1,389.90","1,394.90","1,380.50"
2000- 02- 15,"1,389.90","1,402.00","1,407.80","1,376.20"
2000- 02- 16,"1,402.00","1,387.70","1,404.70","1,385.60"
2000- 02- 17,"1,387.70","1,388.30","1,399.80","1,380.10"
2000- 02- 18,"1,388.30","1,346.10","1,388.30","1,345.30"
2000- 02- 22,"1,346.10","1,352.20","1,358.10","1,332.00"
2000- 02- 23,"1,352.20","1,360.70","1,370.10","1,342.40"
2000- 02- 24,"1,360.70","1,353.40","1,364.50","1,329.90"
2000- 02- 25,"1,353.40","1,333.40","1,362.10","1,329.10"
2000- 02- 28,"1,333.40","1,348.00","1,360.80","1,325.00"
2000- 02- 29,"1,348.00","1,366.40","1,369.50","1,348.00"
2000- 03- 01,"1,366.40","1,379.20","1,383.00","1,366.40"
2000- 03- 02,"1,379.20","1,381.80","1,386.90","1,370.30"
2000- 03- 03,"1,381.80","1,409.20","1,410.90","1,381.80"
2000- 03- 06,"1,409.20","1,391.30","1,409.80","1,384.80"
2000- 03- 07,"1,391.30","1,355.60","1,399.60","1,349.60"
2000- 03- 08,"1,355.60","1,366.70","1,373.60","1,346.50"
2000- 03- 09,"1,366.70","1,401.70","1,401.80","1,357.80"
2000- 03- 10,"1,401.70","1,395.10","1,413.40","1,392.10"
2000- 03- 13,"1,395.10","1,383.60","1,398.50","1,365.30"
2000- 03- 14,"1,383.60","1,359.20","1,395.30","1,359.10"
2000- 03- 15,"1,359.20","1,392.20","1,398.00","1,357.00"
2000- 03- 16,"1,392.20","1,458.50","1,458.50","1,392.20"
2000- 03- 17,"1,458.50","1,464.50","1,476.60","1,453.20"
2000- 03- 20,"1,464.50","1,456.60","1,470.20","1,448.40"
2000- 03- 21,"1,456.60","1,493.90","1,493.90","1,446.00"
2000- 03- 22,"1,493.90","1,500.60","1,505.00","1,487.40"
2000- 03- 23,"1,500.60","1,527.30","1,532.10","1,493.80"
2000- 03- 24,"1,527.30","1,527.50","1,553.10","1,516.80"
2000- 03- 27,"1,527.50","1,523.90","1,534.70","1,518.60"
2000- 03- 28,"1,523.90","1,507.70","1,527.20","1,507.20"
2000- 03- 29,"1,507.70","1,508.50","1,521.40","1,497.30"
2000- 03- 30,"1,508.50","1,487.90","1,517.40","1,474.60"
2000- 03- 31,"1,487.90","1,498.60","1,519.80","1,484.50"
2000- 04- 03,"1,498.60","1,506.00","1,507.10","1,487.10"
2000- 04- 04,"1,506.00","1,494.70","1,526.20","1,417.20"
2000- 04- 05,"1,494.70","1,487.40","1,506.50","1,478.10"
2000- 04- 06,"1,487.40","1,501.30","1,511.80","1,487.40"
2000- 04- 07,"1,501.30","1,516.30","1,518.70","1,501.30"
2000- 04- 10,"1,516.30","1,504.50","1,527.10","1,503.00"
2000- 04- 11,"1,504.50","1,500.60","1,512.80","1,486.80"
2000- 04- 12,"1,500.60","1,467.20","1,510.60","1,466.20"
2000- 04- 13,"1,467.20","1,440.50","1,477.40","1,440.30"
2000- 04- 14,"1,440.50","1,356.60","1,440.50","1,339.40"
2000- 04- 17,"1,356.60","1,401.40","1,401.50","1,346.70"
2000- 04- 18,"1,401.40","1,441.60","1,441.60","1,397.60"
2000- 04- 19,"1,441.60","1,427.50","1,447.70","1,425.30"
2000- 04- 20,"1,427.50","1,434.50","1,435.40","1,422.00"
2000- 04- 24,"1,434.50","1,429.90","1,434.50","1,407.20"
2000- 04- 25,"1,429.90","1,477.40","1,477.70","1,429.90"
2000- 04- 26,"1,477.40","1,461.00","1,482.80","1,457.30"
2000- 04- 27,"1,461.00","1,464.90","1,469.10","1,434.80"
2000- 04- 28,"1,464.90","1,452.40","1,473.40","1,448.50"
2000- 05- 01,"1,452.40","1,468.20","1,481.40","1,452.40"
2000- 05- 02,"1,468.20","1,446.30","1,468.20","1,445.10"
2000- 05- 03,"1,446.30","1,415.10","1,446.30","1,398.40"
2000- 05- 04,"1,415.10","1,409.60","1,420.50","1,405.00"
2000- 05- 05,"1,409.60","1,432.60","1,435.90","1,405.20"
2000- 05- 08,"1,432.60","1,424.20","1,432.60","1,416.90"
2000- 05- 09,"1,424.20","1,412.10","1,429.80","1,401.90"
2000- 05- 10,"1,412.10","1,383.00","1,412.10","1,375.20"
2000- 05- 11,"1,383.00","1,407.80","1,410.20","1,383.00"
2000- 05- 12,"1,407.80","1,421.00","1,430.20","1,407.80"
2000- 05- 15,"1,421.00","1,452.40","1,452.40","1,417.00"
2000- 05- 16,"1,452.40","1,466.00","1,470.40","1,450.80"
2000- 05- 17,"1,466.00","1,447.80","1,466.00","1,441.60"
2000- 05- 18,"1,447.80","1,437.20","1,458.00","1,436.70"
2000- 05- 19,"1,437.20","1,407.00","1,437.20","1,401.70"
2000- 05- 22,"1,407.00","1,400.70","1,410.30","1,368.60"
2000- 05- 23,"1,400.70","1,373.90","1,403.80","1,373.40"
2000- 05- 24,"1,373.90","1,399.00","1,401.40","1,361.20"
2000- 05- 25,"1,399.00","1,381.50","1,411.90","1,374.00"
2000- 05- 26,"1,381.50","1,378.00","1,391.50","1,369.80"
2000- 05- 30,"1,378.00","1,422.50","1,422.50","1,377.80"
2000- 05- 31,"1,422.40","1,420.60","1,434.60","1,415.40"
2000- 06- 01,"1,420.60","1,448.80","1,448.80","1,420.60"
2000- 06- 02,"1,448.80","1,477.30","1,483.40","1,448.80"
2000- 06- 05,"1,477.30","1,467.60","1,477.30","1,464.70"
2000- 06- 06,"1,467.60","1,457.80","1,471.30","1,454.80"
2000- 06- 07,"1,457.80","1,471.40","1,474.60","1,455.20"
2000- 06- 08,"1,471.40","1,461.70","1,475.60","1,456.50"
2000- 06- 09,"1,461.70","1,457.00","1,472.70","1,454.90"
2000- 06- 12,"1,457.00","1,446.00","1,463.00","1,446.00"
2000- 06- 13,"1,446.00","1,469.40","1,470.40","1,442.50"
2000- 06- 14,"1,469.40","1,470.50","1,483.60","1,467.80"
2000- 06- 15,"1,470.50","1,478.70","1,482.00","1,464.50"
2000- 06- 16,"1,478.70","1,464.50","1,481.00","1,460.30"
2000- 06- 19,"1,464.50","1,486.00","1,489.00","1,459.00"
2000- 06- 20,"1,486.00","1,476.00","1,487.20","1,470.20"
2000- 06- 21,"1,476.00","1,479.10","1,482.20","1,468.50"
2000- 06- 22,"1,479.10","1,452.20","1,479.10","1,448.10"
2000- 06- 23,"1,452.20","1,441.50","1,459.80","1,438.30"
2000- 06- 26,"1,441.50","1,455.30","1,462.30","1,441.50"
2000- 06- 27,"1,455.30","1,450.50","1,463.30","1,450.50"
2000- 06- 28,"1,450.50","1,454.80","1,467.60","1,450.50"
2000- 06- 29,"1,454.80","1,442.40","1,455.20","1,434.60"
2000- 06- 30,"1,442.40","1,454.60","1,454.70","1,438.80"
2000- 07- 03,"1,454.60","1,469.50","1,469.80","1,450.80"
2000- 07- 05,"1,469.50","1,446.20","1,469.50","1,442.50"
2000- 07- 06,"1,446.20","1,456.70","1,461.70","1,439.60"
2000- 07- 07,"1,456.70","1,478.90","1,485.20","1,456.70"
2000- 07- 10,"1,478.90","1,475.60","1,486.50","1,474.70"
2000- 07- 11,"1,475.60","1,480.90","1,488.90","1,470.50"
2000- 07- 12,"1,480.90","1,492.90","1,497.50","1,480.90"
2000- 07- 13,"1,492.90","1,495.80","1,501.40","1,489.70"
2000- 07- 14,"1,495.80","1,510.00","1,510.00","1,494.70"
2000- 07- 17,"1,510.00","1,510.50","1,517.20","1,505.30"
2000- 07- 18,"1,510.50","1,493.70","1,510.50","1,491.40"
2000- 07- 19,"1,493.70","1,482.00","1,495.50","1,479.80"
2000- 07- 20,"1,482.00","1,495.60","1,501.90","1,482.00"
2000- 07- 21,"1,495.60","1,480.20","1,495.60","1,478.00"
2000- 07- 24,"1,480.20","1,464.30","1,485.80","1,463.80"
2000- 07- 25,"1,464.30","1,474.50","1,476.30","1,464.30"
