Date,Open,Close,High,Low
2002- 05- 24,"12,013.35","11,976.28","12,023.42","11,842.80"
2002- 05- 27,"11,975.33","11,976.35","12,081.43","11,952.68"
2002- 05- 28,"11,941.97","11,936.08","11,950.28","11,889.56"
2002- 05- 29,"11,837.27","11,853.00","11,887.73","11,796.59"
2002- 05- 30,"11,804.46","11,770.03","11,812.59","11,680.58"
2002- 05- 31,"11,780.49","11,763.70","11,911.91","11,743.99"
2002- 06- 03,"11,804.04","11,901.39","11,905.16","11,796.45"
2002- 06- 04,"11,854.51","11,653.07","11,874.30","11,624.39"
2002- 06- 05,"11,703.82","11,663.87","11,769.40","11,654.12"
2002- 06- 06,"11,700.13","11,574.94","11,743.89","11,540.32"
2002- 06- 07,"11,467.03","11,438.53","11,467.03","11,365.61"
2002- 06- 10,"11,470.92","11,370.21","11,522.04","11,370.21"
2002- 06- 11,"11,390.41","11,449.44","11,514.53","11,390.41"
2002- 06- 12,"11,392.32","11,327.06","11,405.29","11,261.93"
2002- 06- 13,"11,366.06","11,144.84","11,396.28","11,132.59"
2002- 06- 14,"11,121.89","10,920.63","11,127.16","10,911.07"
2002- 06- 17,"10,858.05","10,664.11","10,888.04","10,577.89"
2002- 06- 18,"10,799.43","10,839.93","10,884.26","10,747.68"
2002- 06- 19,"10,757.03","10,476.18","10,771.60","10,448.70"
2002- 06- 20,"10,467.22","10,612.98","10,629.44","10,325.55"
2002- 06- 21,"10,489.78","10,354.35","10,489.78","10,327.91"
2002- 06- 24,"10,255.99","10,471.32","10,490.87","10,169.07"
2002- 06- 25,"10,463.97","10,496.67","10,580.49","10,404.22"
2002- 06- 26,"10,376.29","10,074.56","10,376.29","10,060.72"
2002- 06- 27,"10,182.12","10,261.60","10,335.97","10,176.18"
2002- 06- 28,"10,390.53","10,621.84","10,621.84","10,366.47"
2002- 07- 01,"10,655.00","10,595.44","10,677.10","10,541.22"
2002- 07- 02,"10,516.66","10,622.32","10,622.32","10,371.26"
2002- 07- 03,"10,521.64","10,812.30","10,862.69","10,495.67"
2002- 07- 04,"10,752.34","10,632.81","10,791.22","10,625.92"
2002- 07- 05,"10,701.37","10,826.09","10,885.83","10,701.37"
2002- 07- 08,"10,969.21","10,769.20","11,050.69","10,760.10"
2002- 07- 09,"10,836.19","10,960.25","10,960.25","10,770.99"
2002- 07- 10,"10,865.93","10,752.66","10,975.72","10,752.66"
2002- 07- 11,"10,647.59","10,485.74","10,647.59","10,457.07"
2002- 07- 12,"10,608.63","10,601.45","10,694.41","10,570.00"
2002- 07- 15,"10,548.21","10,375.15","10,548.21","10,373.29"
2002- 07- 16,"10,313.21","10,250.42","10,503.04","10,250.42"
2002- 07- 17,"10,256.39","10,296.02","10,328.01","10,113.61"
2002- 07- 18,"10,366.95","10,498.26","10,513.99","10,340.31"
2002- 07- 19,"10,421.53","10,202.36","10,421.53","10,174.68"
2002- 07- 22,"10,076.30","10,189.01","10,295.71","9,982.24"
2002- 07- 23,"10,102.46","10,215.63","10,268.05","10,003.81"
2002- 07- 24,"10,134.88","9,947.72","10,142.90","9,901.09"
2002- 07- 25,"10,079.98","9,929.91","10,166.68","9,911.13"
2002- 07- 26,"9,868.33","9,591.03","9,868.33","9,547.85"
2002- 07- 29,"9,654.13","9,666.67","9,852.80","9,636.69"
2002- 07- 30,"9,801.09","10,003.72","10,013.99","9,791.45"
2002- 07- 31,"9,964.75","9,877.94","9,965.02","9,831.59"
2002- 08- 01,"9,912.59","9,793.51","9,912.59","9,738.23"
2002- 08- 02,"9,716.71","9,709.66","9,791.94","9,633.83"
2002- 08- 05,"9,637.31","9,704.93","9,775.93","9,636.92"
2002- 08- 06,"9,622.52","9,501.02","9,623.16","9,439.41"
2002- 08- 07,"9,637.24","9,834.40","9,875.33","9,636.54"
2002- 08- 08,"9,844.70","9,799.57","9,941.01","9,740.43"
2002- 08- 09,"9,871.77","9,999.79","10,043.30","9,856.86"
2002- 08- 12,"9,931.82","9,747.82","9,931.82","9,747.82"
2002- 08- 13,"9,671.33","9,688.61","9,795.95","9,644.14"
2002- 08- 14,"9,642.03","9,638.41","9,681.84","9,618.87"
2002- 08- 15,"9,740.20","9,795.57","9,851.68","9,740.20"
2002- 08- 16,"9,859.17","9,788.13","9,883.65","9,727.88"
