마감 기준:,2022년 01월 31일,2021년 01월 31일,2020년 01월 31일,2019년 01월 31일
총매출,138.55,84.69,127.66,128.97
총 이익,32.53,11.18,29.05,23.32
영업 이익,8.11,-11.38,4.88,2.72
순이익,6.06,-7.64,3.58,-0.55
총 자산,123.4,102.69,112.22,102.2
총부채,68.94,53.38,56.6,49.84
총자본,54.46,49.31,55.63,52.36
영업활동 현금,-2.57,0.17,4.09,4.98
투자활동현금흐름,-2.25,-1.96,-1.9,-1.36
재무활동 현금,6.23,-4.14,-0.3,1.13
현금순변동,1.4,-6.28,1.92,4.42
