마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,217.63,230.19,200.63,195.67
총 이익,60.35,83.11,81.54,93.47
영업 이익,-47.39,-14.39,-15.72,10.06
순이익,-54.76,-19.28,-16.04,9.84
총 자산,311.1,314.18,209.37,198.93
총부채,169.52,138.99,42.83,33.77
총자본,141.58,175.19,166.54,165.15
영업활동 현금,0.01,21.33,1.75,19.72
투자활동현금흐름,-8.85,-102.67,-9.57,-12.74
재무활동 현금,4.53,109.52,0.8,-2.42
현금순변동,-4.88,28.46,-7.05,4.47
