마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,24.02,29.07,25.36,25.01
총 이익,17.85,20.72,18.3,16.52
영업 이익,-18.25,-7.3,-5.62,-1.5
순이익,-16.36,-9.2,-6.44,-3.62
총 자산,37.1,31.43,31.72,30.28
총부채,24.5,28.54,21.51,23.27
총자본,12.6,2.88,10.21,7
영업활동 현금,-17.41,1.57,-1.54,-2.84
투자활동현금흐름,-0.19,-0.13,-0.13,9.65
재무활동 현금,26.28,-0.12,3.6,-5.74
현금순변동,8.69,1.24,2,0.95
