마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,127.59,71.5,185.79,178.17
총 이익,85.99,42.26,117.33,113.33
영업 이익,-7.47,-29.57,17.49,20.27
순이익,-26.22,-49.19,1.91,0.11
총 자산,436.05,473.03,487.23,493.48
총부채,414.79,423.48,384.62,411.66
총자본,21.26,49.55,102.61,81.82
영업활동 현금,2.32,-11.26,22.46,26.16
투자활동현금흐름,-2.39,-3.78,-18.71,-100.9
재무활동 현금,-9.66,22.36,-13.64,79.17
현금순변동,-9.72,7.32,-9.88,4.44
