마감 기준:,2022년 03월 31일,2021년 03월 31일,2020년 03월 31일,2019년 03월 31일
총매출,273.42,309.21,284.12,283.42
총 이익,78.08,89.95,81.25,95.31
영업 이익,25.71,37.59,30.98,46.17
순이익,21.1,30.6,25.85,37.74
총 자산,176.32,187.5,155.32,154.43
총부채,34.13,46.22,25.31,19.75
총자본,142.19,141.28,130.01,134.68
영업활동 현금,18.5,40.08,38.84,45.14
투자활동현금흐름,-1.75,-2.43,-2.31,-0.62
재무활동 현금,-24.38,-22.69,-33.3,-21.93
현금순변동,-7.64,14.96,3.23,22.59
