마감 기준:,2021년 12월 26일,2020년 12월 27일,2019년 12월 29일,2018년 12월 30일
총매출,6420.4,5465.44,4720.23,4579.65
총 이익,3872.5,3176.57,2497.83,2377.31
영업 이익,715.9,501.81,652.05,331.05
순이익,428.7,222.52,520.45,220.43
총 자산,10037.8,10818.39,8855.63,5262.99
총부채,7011.9,7921.7,5860.1,3508.5
총자본,3025.9,2896.69,2995.53,1754.49
영업활동 현금,817.9,976.34,653.06,646
투자활동현금흐름,242,-4500.23,-60.95,-286.48
재무활동 현금,-1459.8,405.95,2810.57,-737.1
현금순변동,-430.5,-3130.69,3398,-398.86
