마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,260.12,229.16,397.55,326.43
총 이익,59.48,56.85,144.92,110.69
영업 이익,-2.4,-1,58.42,37.42
순이익,-0.2,-1.41,34.04,30.47
총 자산,864.41,279.64,277.42,240.42
총부채,503.89,82.73,105.28,106.13
총자본,360.52,196.91,172.14,134.29
영업활동 현금,-12.81,30.36,64.59,27.64
투자활동현금흐름,-267.81,-39.56,-25.95,-45.09
재무활동 현금,282.58,17.32,-30.56,21.86
현금순변동,2.62,7.83,6.98,4.39
