마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,413938,405953,360967,286770
총 이익,189765,166908,95179,76726
영업 이익,96719,88368,48663,33368
순이익,65947,62703,39876,31443
총 자산,327526,265372,175425,173174
총부채,81456,88462,59881,97016
총자본,246070,176910,115544,76158
영업활동 현금,74183,69856,26371,35972
투자활동현금흐름,-82471,-36049,-32526,10823
재무활동 현금,-3306,-2547,-1686,-197
현금순변동,-11527,31204,-6623,46956
