마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,1370.6,1294.32,1258.29,1009.78
총 이익,731.73,676.16,640.84,579.43
영업 이익,209.9,143.64,123.76,125.91
순이익,127.79,72.66,67.06,68.92
총 자산,3158.74,3386.9,3257.53,2122.45
총부채,1913.96,2180.31,2127.57,1074.22
총자본,1244.78,1206.6,1129.97,1048.23
영업활동 현금,220.47,314.89,137.65,183.93
투자활동현금흐름,-45.37,-30.7,-830.48,-45.36
재무활동 현금,-256.88,-159.89,667.22,-57.7
현금순변동,-81.24,124.25,-27.1,78.79
