마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,536.99,526.7,376.7,346.35
총 이익,186.01,188.76,128.93,121.7
영업 이익,34.35,51.3,19.68,24.6
순이익,29.44,41.03,12.07,16.98
총 자산,470.25,393.92,358.93,335.09
총부채,243.25,202.29,201.38,184.16
총자본,226.99,191.63,157.55,150.92
영업활동 현금,17.08,41.36,20.01,19.86
투자활동현금흐름,-34.13,-6.57,-9.67,-90.47
재무활동 현금,21,-38.44,-6.71,68.14
현금순변동,3.76,-3.87,3.68,-2.77
