마감 기준:,2021년 09월 02일,2020년 09월 03일,2019년 08월 29일,2018년 08월 30일
총매출,27705,21435,23406,30391
총 이익,10472,6552,10702,17891
영업 이익,6282,3043,6980,14609
순이익,5861,2687,6313,14135
총 자산,58849,53678,48887,43376
총부채,14916,14682,13006,11082
총자본,43933,38996,35881,32294
영업활동 현금,12468,8306,13189,17400
투자활동현금흐름,-10589,-7589,-10085,-8216
재무활동 현금,-1781,-317,-2438,-7776
현금순변동,139,411,692,1371
