마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,145.07,18.26,18.78,21.04
총 이익,16.04,0.78,3.8,14.1
영업 이익,-65.62,-40.25,-31.52,-10.82
순이익,-68.8,-39.87,-31.51,-11.93
총 자산,265.19,129.18,117.9,97.08
총부채,119.1,76.56,63.49,33.98
총자본,146.09,52.63,54.41,63.1
영업활동 현금,-53.79,-15.82,-18.26,-6.92
투자활동현금흐름,-78.4,-19.38,-14.63,1.18
재무활동 현금,148.91,31.54,35.44,6.87
현금순변동,16.72,-3.62,2.5,1.12
