마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,973.64,874.37,843.27,787.59
총 이익,331.17,321.47,288.83,269.3
영업 이익,111.69,93.25,76.5,70.35
순이익,85.43,69.5,61.07,55.03
총 자산,870.69,831.64,796.59,753.9
총부채,219.01,211.3,199,177.95
총자본,651.68,620.33,597.59,575.95
영업활동 현금,171.2,189.6,156.46,150.62
투자활동현금흐름,-123.73,-106.33,-140.51,-101.27
재무활동 현금,-56.6,-48.61,-41.25,-8.38
현금순변동,-9.13,34.67,-25.3,40.97
