마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,538,1197.34,2189.81,823.53
영업 이익,301,108.91,921.93,-231.66
순이익,473,1755.04,938.09,-150.22
총 자산,24429,21627,19826.1,16556.27
총부채,18333,14953,14983.92,12654.34
총자본,6096,6674,4842.18,3901.93
영업활동 현금,3801,2894.01,1763.52,-160.07
투자활동현금흐름,-2573,-2465.08,-1983.54,-825.75
재무활동 현금,-737,117.41,293.54,752.99
현금순변동,495,540.54,73.19,-230.25
