마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,286.5,250.03,252.07,234.4
총 이익,234.05,204.94,206.9,192.73
영업 이익,18.23,6.17,16.92,7.52
순이익,7.81,9.64,22.57,11.73
총 자산,635.37,623.26,595.2,532.72
총부채,265.38,234.8,199.87,168.76
총자본,369.99,388.46,395.33,363.96
영업활동 현금,71.77,63.87,52.85,49.25
투자활동현금흐름,7.85,-14.37,-50.79,-85.5
재무활동 현금,-41.88,-35.48,-6.51,16.22
현금순변동,37.74,14.02,-4.45,-20.03
