마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,19.55,18.31,21.84,23.52
총 이익,6.73,5.66,6.82,6.58
영업 이익,0.12,-0.48,0.28,-0.34
순이익,0.49,-0.47,0.31,-3.39
총 자산,26.32,22.58,23.24,22.78
총부채,6.75,7.42,8.16,8.57
총자본,19.58,15.16,15.07,14.2
영업활동 현금,0.35,1.8,1.41,1.03
투자활동현금흐름,-0.7,-0.54,-0.31,-0.38
재무활동 현금,3.31,0.51,0.05,
현금순변동,2.95,1.77,1.15,0.65
