마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,1970.3,2053.9,2104.61,2457.77
총 이익,491.62,465.77,398.5,515.45
영업 이익,107.38,56.04,-32.49,106.04
순이익,77.36,-80.41,-183.31,9.69
총 자산,2205.91,2188.45,2582.62,2946.67
총부채,683.02,744.9,1063.3,1209.62
총자본,1522.88,1443.55,1519.32,1737.05
영업활동 현금,196.76,151.17,41.27,107.22
투자활동현금흐름,-2.36,252.46,-32.04,-93.27
재무활동 현금,-162.44,-404.28,-80.62,-48.12
현금순변동,38.1,-1.75,-73.49,-33.98
