마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,426.7,207.34,206.93,231.23
순이익,104,45.45,51.69,51.29
총 자산,12066.36,6434.3,4921.52,6320.58
총부채,10873.74,5916.47,4424.37,5718.5
총자본,1192.62,517.83,497.15,602.08
영업활동 현금,146.33,47.39,69.96,64.31
투자활동현금흐름,1102.82,-716.84,-352.61,48.33
재무활동 현금,-1099.03,1429.09,104.47,-134.84
현금순변동,150.12,759.63,-178.17,-22.2
