마감 기준:,2022년 01월 31일,2021년 01월 31일,2020년 01월 31일,2019년 01월 31일
총매출,4548.76,3449.75,3983.79,3950.62
총 이익,1493.95,877.4,1254.44,1350.26
영업 이익,408.57,3.97,231.93,381.31
순이익,310.62,1.24,168.1,298
총 자산,3791.35,3546.34,3315.63,2160.51
총부채,2045.61,2068.99,1860.28,671.42
총자본,1745.74,1477.36,1455.36,1489.1
영업활동 현금,359.32,285.81,273.89,446.62
투자활동현금흐름,-487.66,-101.9,-186.15,-244.5
재무활동 현금,-60.27,-10.42,-222.05,-118.02
현금순변동,-189.06,173.8,-136.42,76.04
