마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,18.44,17.46,31.6,22.48
총 이익,8.36,8.12,13.74,10.22
영업 이익,1.58,-15.97,1.94,-9.24
순이익,0.23,-16.84,1.04,-10.62
총 자산,22.88,20.62,33.98,37.73
총부채,14.15,16.28,15.47,20.91
총자본,8.73,4.33,18.51,16.82
영업활동 현금,0.47,-3.53,-0.97,-1.56
투자활동현금흐름,-1.16,-0.66,-0.69,-6.58
재무활동 현금,1.75,3.48,1.47,9.86
현금순변동,1.06,-0.71,-0.18,1.72
