마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,58.18,68.06,65.8,69.51
총 이익,44.43,51.6,48.58,51.78
영업 이익,-17.98,-5.02,-18.76,-22.27
순이익,-21.98,-4.85,-20,-24.99
총 자산,69.31,81.76,159.75,80.32
총부채,23.23,35.61,120.98,23.48
총자본,46.07,46.15,38.77,56.84
영업활동 현금,-15.04,-10.64,-25.37,-19.22
투자활동현금흐름,0.75,-2.57,11.08,3.8
재무활동 현금,17.96,15.98,-0.62,-0.06
현금순변동,3.17,3.39,-15.01,-16.41
