마감 기준:,2021년 12월 25일,2020년 12월 26일,2019년 12월 28일,2018년 12월 29일
총매출,341.25,250.87,374.58,405.03
총 이익,77.25,57.33,86.2,86.99
영업 이익,10,-4.49,21.35,-15.82
순이익,1.62,-9.21,15.27,-21.38
총 자산,235.5,233.7,247.66,252.78
총부채,169.12,169.91,174.45,193.79
총자본,66.38,63.79,73.21,58.98
영업활동 현금,-15.41,13.55,11.69,5.11
투자활동현금흐름,15.24,-1.72,32.97,-2.2
재무활동 현금,-0.28,-10.68,-43.91,-2.91
현금순변동,-0.45,1.15,0.75,-0
