마감 기준:,2021년 09월 30일,2020년 09월 30일,2019년 09월 30일,2018년 09월 30일
총매출,140.76,93.07,85.03,77.65
총 이익,61.18,37.91,32.69,31
영업 이익,25.23,8.38,5.19,5.07
순이익,20.33,7.29,4.57,4.27
총 자산,125.91,95.3,81.89,74.23
총부채,22.09,12.54,6.96,5.35
총자본,103.82,82.75,74.93,68.87
영업활동 현금,10.9,6.66,14.73,4.55
투자활동현금흐름,-13.6,-0.04,-12.96,-12.61
재무활동 현금,-0.54,-0.25,-0.24,-1.93
현금순변동,-3.23,6.37,1.53,-9.99
