마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,8803,8086,6489,7500
총 이익,6486,5826,4395,4983
영업 이익,3259,2703,1607,1948
순이익,2699,2197,1503,1848
총 자산,25056,23109,19845,17890
총부채,7457,8072,7040,6498
총자본,17599,15037,12805,11392
영업활동 현금,2414,2252,1831,1790
투자활동현금흐름,-59,-178,-22,-230
재무활동 현금,-521,711,-237,-2020
현금순변동,1786,2854,1569,-491
