마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,46.02,47.04,40.35,38.09
순이익,13.56,10.3,7.79,8.24
총 자산,1069.54,909.58,777.64,712.32
총부채,959.51,806.33,684.99,629.17
총자본,110.03,103.25,92.65,83.15
영업활동 현금,24.3,16.94,15.2,17.81
투자활동현금흐름,-167.44,-94.48,-42.95,-16.33
재무활동 현금,151.01,119.41,51.44,-18.34
현금순변동,7.87,41.87,23.69,-16.86
