마감 기준:,2021년 04월 30일,2020년 04월 30일,2019년 04월 30일,2018년 04월 30일
총매출,394.91,367.3,314.27,268.42
총 이익,164.56,153.1,128.4,107.69
영업 이익,43.31,47.13,33.83,30.43
순이익,23.33,41.07,47.44,17.86
총 자산,928.57,584.95,508.84,473.42
총부채,316.47,75.05,46.27,64.39
총자본,612.09,509.9,462.57,409.03
영업활동 현금,86.53,25.1,19.26,69.21
투자활동현금흐름,-378.77,59.17,11.12,-7.62
재무활동 현금,194.16,-1.83,-1.18,2.02
현금순변동,-98.08,82.43,29.19,63.61
