마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,717.7,656.9,630.54,574.98
순이익,219.92,137.94,149.13,117
총 자산,19274.55,17908.34,13209.6,11408.01
총부채,17092.37,15829.11,11631.46,10082.83
총자본,2182.18,2079.23,1578.14,1325.17
영업활동 현금,326.04,190.37,161.17,242.75
투자활동현금흐름,-1525.1,-2301.43,-573.97,-124.22
재무활동 현금,1296.76,2070.23,517.9,-40.9
현금순변동,97.7,-40.83,105.1,77.63
