마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 29일,2018년 12월 30일
총매출,5562.71,5007.36,4826.55,4625.36
총 이익,1954.19,1770.51,1670.5,1555.71
영업 이익,439.17,313.38,180.75,68.07
순이익,189.58,172.49,11.38,-19.93
총 자산,3445.57,3222.45,3126.93,3009.93
총부채,2733.78,2709.46,2779.97,2651.74
총자본,711.79,512.99,346.95,358.19
영업활동 현금,521.75,494.46,290.37,168.88
투자활동현금흐름,-161.94,-200.42,-173.68,-143.94
재무활동 현금,-272.29,-248.86,-120.63,-28.29
현금순변동,87.52,45.18,-3.93,-3.35
