마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,602.71,455.44,438.72,451.21
총 이익,317.33,343.68,325.78,336.73
영업 이익,-15.03,9.18,13.38,61.02
순이익,-22.11,-14.12,-10.81,19.82
총 자산,1608.6,1083.71,1130.73,1107.3
총부채,1007.35,438.06,454.6,411.92
총자본,601.25,645.65,676.12,695.39
영업활동 현금,80.55,86.28,87.9,115.86
투자활동현금흐름,-426.58,-70.2,-88.26,-87.32
재무활동 현금,321.73,-73.37,-29.91,-55.23
현금순변동,-24.3,-57.36,-30.55,-26.98
