마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,478.5,328.06,261.45,252.84
총 이익,453.3,305.59,235.93,229.09
영업 이익,45.9,12.25,18.01,14.69
순이익,38.71,10.22,12.89,8.12
총 자산,713.23,358.68,283.78,256.45
총부채,246.27,174.56,118.59,107.67
총자본,466.96,184.12,165.18,148.78
영업활동 현금,71.11,22.16,44.74,32.8
투자활동현금흐름,-243.47,-8.92,-21.15,-1.82
재무활동 현금,229.05,-4.05,-24.77,-23.01
현금순변동,56.66,9.27,-1.2,8.05
