마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,304.17,301.59,340.09,438.66
총 이익,135.48,127.35,144.91,130.27
영업 이익,10.08,-10.14,29.06,17.38
순이익,-50.27,-73.84,-20.97,-36.98
총 자산,722.36,709.97,822.25,826.74
총부채,721.2,735.3,773.25,759.34
총자본,1.16,-25.33,48.99,67.4
영업활동 현금,27.16,20.76,67.7,30.12
투자활동현금흐름,-40.51,5.18,-64.22,-103.49
재무활동 현금,3.38,-11.69,-16.97,81.71
현금순변동,-9.98,14.21,-13.49,8.26
