마감 기준:,2021년 03월 28일,2020년 03월 29일,2019년 03월 31일,2018년 03월 25일
총매출,75.84,103.33,101.85,104.2
총 이익,42.02,47.5,45.55,41.94
영업 이익,25.52,27.17,27.98,17.44
순이익,11.07,13.44,21.49,2.63
총 자산,108.81,105.28,94.31,80.09
총부채,171.29,171.68,164.45,164.66
총자본,-62.48,-66.4,-70.14,-84.57
영업활동 현금,11.77,12.35,11.16,18.86
투자활동현금흐름,-0.55,-0.87,12.33,-0.55
재무활동 현금,-7.27,-9.81,-5.38,-17.89
현금순변동,3.95,1.67,18.11,0.42
