마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,497.05,464.33,473.89,428.4
순이익,167.63,99.59,134.88,125.81
총 자산,9405.61,9212.36,8565.76,7574.26
총부채,8233.88,8144.47,7560.77,6671.47
총자본,1171.73,1067.88,1004.99,902.79
영업활동 현금,189.79,154.34,158.96,140.01
투자활동현금흐름,437.03,-897.99,50.35,-293.8
재무활동 현금,-193.71,492.28,234.72,-179.83
현금순변동,433.11,-251.37,444.03,-333.62
