마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,139.06,77.86,276.77,308.93
총 이익,6.05,-21.78,57.27,73.24
영업 이익,-41.79,-61.31,9.12,23.62
순이익,31.92,-65.2,-26.43,14.03
총 자산,687.7,690.17,674.99,439.24
총부채,583.63,612.4,539.64,263.6
총자본,104.07,77.77,135.35,175.64
영업활동 현금,-13.5,-30.2,24.61,32.65
투자활동현금흐름,129.61,-18.77,-51.93,-64.86
재무활동 현금,-50.28,59.33,26.01,33.21
현금순변동,61.74,14.69,-0.99,-0.54
