마감 기준:,2021년 10월 02일,2020년 10월 03일,2019년 09월 28일,2018년 09월 29일
총매출,3368.86,3390.39,3164.43,2873.51
총 이익,323.3,312.71,291.84,257.6
영업 이익,176.27,153.37,142.06,118.28
순이익,138.91,117.48,108.62,13.04
총 자산,2461.89,2289.85,2000.88,1932.64
총부채,1433.66,1312.37,1135.31,1011.5
총자본,1028.23,977.48,865.58,921.14
영업활동 현금,142.58,210.37,115.3,66.83
투자활동현금흐름,-56.97,-49.85,-89.36,-74.62
재무활동 현금,-203.88,-1.46,-97.22,-265.46
현금순변동,-117.38,161.64,-71.43,-271.57
