마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,2627.46,2402.6,2036.52,1754.6
총 이익,621.66,550.17,415.9,336.35
영업 이익,260.46,223.16,129.18,84.91
순이익,194.65,170.48,110.53,92.36
총 자산,2850.62,2545.58,2361.91,1181.96
총부채,1829.86,1727.5,1707.71,591.02
총자본,1020.77,818.08,654.2,590.93
영업활동 현금,275.68,373.35,192.22,210.3
투자활동현금흐름,-173.91,-58.67,-247.01,-151.21
재무활동 현금,-76.14,-137.3,82.88,-70.34
현금순변동,25.64,177.39,28.09,-11.25
