마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,6037,2957,8094,7658
총 이익,3874,1883,5679,5195
영업 이익,-80,-1714,800,266
순이익,-182,-1354,569,189
총 자산,13642,13406,11918,10959
총부채,9793,9455,7119,6274
총자본,3849,3951,4799,4685
영업활동 현금,1642,-683,1449,1200
투자활동현금흐름,-704,-1349,-1129,-1157
재무활동 현금,-830,2983,165,131
현금순변동,108,951,485,174
