마감 기준:,2021년 10월 02일,2020년 10월 03일,2019년 09월 28일,2018년 09월 29일
총매출,6756.64,6960.37,8233.86,7110.13
총 이익,551.8,525.71,591.94,463.78
영업 이익,297.3,227.69,286.12,119.44
순이익,269,139.71,141.51,-95.53
총 자산,4206.72,3772.66,3905.51,4085.13
총부채,2328.09,2142.74,2262.94,2612.29
총자본,1878.63,1629.92,1642.57,1472.84
영업활동 현금,338.34,300.56,382.96,156.42
투자활동현금흐름,-91.33,-64.41,-127.64,-116.18
재무활동 현금,-77.32,-210.28,-220.22,-28.34
현금순변동,169.5,25.79,35.21,12.87
