마감 기준:,2021년 12월 25일,2020년 12월 26일,2019년 12월 28일,2018년 12월 29일
총매출,8465,8872,10647,11015
총 이익,1863,1951,2464,2551
영업 이익,234,-6,191,239
순이익,-208,-319,99,104
총 자산,4865,5614,7311,6166
총부채,3427,3734,5138,4040
총자본,1438,1880,2173,2126
영업활동 현금,346,485,366,627
투자활동현금흐름,-79,736,-119,-183
재무활동 현금,-459,-1193,-212,-414
현금순변동,-192,29,40,21
