마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,10958,6796,15066,14527
총 이익,,,,
영업 이익,2254,-731,5345,5341
순이익,1165,59,4865,3998
총 자산,23641,21874,21402,22687
총부채,17463,16981,15469,13902
총자본,6178,4893,5933,8785
영업활동 현금,2820,85,4865,5338
투자활동현금흐름,-998,2637,7050,2215
재무활동 현금,-1239,1528,-8220,-7431
현금순변동,570,4250,3687,82
