마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,630.16,622.31,627.13,585.33
순이익,202.82,154.24,194.45,172.88
총 자산,20945.33,16584.78,14079.52,13095.15
총부채,18356.59,14237.17,11919.56,11061.5
총자본,2588.74,2347.61,2159.96,2033.65
영업활동 현금,235.06,192.29,204.75,237.2
투자활동현금흐름,-2358.36,-1918.79,-865.45,-506.08
재무활동 현금,2294.24,2132.59,630.79,203.94
현금순변동,170.95,406.09,-29.91,-64.95
