마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,250.46,244.01,514.76,648.85
총 이익,30.1,58.56,133.45,115.82
영업 이익,-58.17,-222.44,-87.83,-38.16
순이익,-70.61,-229.34,-81.81,-65.9
총 자산,243.56,323.22,612.78,480.23
총부채,348.79,354.77,436.75,292.68
총자본,-105.24,-31.55,176.03,187.55
영업활동 현금,-19.28,8.62,74.84,83.47
투자활동현금흐름,56.16,-35,-208.29,-139.57
재무활동 현금,-33.02,-9.76,144.82,79.71
현금순변동,3.86,-36.14,11.37,23.61
