마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,69.75,58.24,55.86,57.42
총 이익,26.26,19.84,18.53,18.12
영업 이익,-0.96,1.04,-1.07,1.56
순이익,-1.67,0.62,-2.14,-0.25
총 자산,59.22,57.25,49.5,44.94
총부채,29.29,27.61,23.96,15.13
총자본,29.93,29.64,25.53,29.81
영업활동 현금,5.15,5.66,4.28,3.57
투자활동현금흐름,-4.37,-1.38,-1.67,-2.03
재무활동 현금,0.77,2.31,-2.4,-2.03
현금순변동,1.33,6.7,0.01,-0.54
