마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,3386.11,3109.74,2868.76,2815.24
총 이익,2351.65,2105.96,1938.05,1864.24
영업 이익,740.9,485.68,567.01,511.69
순이익,310.67,234.22,285.5,242.22
총 자산,9609.34,10234.82,7933.98,7765.03
총부채,5511.39,6229.43,4050.52,4048.81
총자본,4097.94,4005.39,3883.45,3716.22
영업활동 현금,876.12,954.54,876.28,703.84
투자활동현금흐름,-68.77,-1469.42,-464.53,-444.44
재무활동 현금,-924.55,1268.78,-148.37,-23.67
현금순변동,-87.46,753.72,259.55,237.78
