마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,68,61.96,54.67,46.41
순이익,23.94,18.73,17.48,14.41
총 자산,2200.34,1676.8,1269.46,1151.48
총부채,2050.75,1548,1157.09,1055.29
총자본,149.58,128.81,112.37,96.19
영업활동 현금,27.75,26.72,21.62,20.67
투자활동현금흐름,-417.14,-397.32,-115.34,-163.38
재무활동 현금,498.7,381.52,96.75,152.93
현금순변동,109.31,10.93,3.03,10.23
