마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,111.01,106.28,229.5,311.77
총 이익,95.78,90.5,220,293.29
영업 이익,9.42,-26.36,-168.04,105.66
순이익,-1.28,-28.14,-217.2,36.91
총 자산,326.55,303.27,527.17,932.87
총부채,224.13,247.76,469.21,712.53
총자본,102.41,55.51,57.96,220.34
영업활동 현금,5.52,-65.57,90.47,72.5
투자활동현금흐름,-18.52,512.8,-1.48,-7.08
재무활동 현금,29.03,-468.55,-157.84,-81.35
현금순변동,16.02,-21.32,-68.84,-15.94
