마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,79.61,58.42,104.82,118.1
총 이익,40.23,26.39,55.92,68.63
영업 이익,6.65,-0.98,8.7,21.01
순이익,2.1,-2.32,3.48,14.53
총 자산,210.91,200.48,229.37,255.05
총부채,111.82,103.36,129.25,153.04
총자본,99.09,97.12,100.11,102.01
영업활동 현금,28.62,16.38,27.21,39.07
투자활동현금흐름,-19.25,0.34,-13.47,-43.84
재무활동 현금,-0.02,-16.74,-19.04,2.65
현금순변동,9.35,-0.02,-5.3,-2.12
