마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,279.68,275.95,283.29,235.43
순이익,95.04,57.52,70.67,63.4
총 자산,8198.06,7664.3,6711.24,5806.09
총부채,7371.04,6900.51,5985.97,5182.35
총자본,827.01,763.78,725.26,623.74
영업활동 현금,95.1,84.99,87.13,79.44
투자활동현금흐름,-615.29,-928.02,-303.98,-342.56
재무활동 현금,478.63,830.75,290.62,328.79
현금순변동,-41.56,-12.28,73.77,65.67
