마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,879.52,539.01,713.51,675.57
총 이익,487.9,289.63,392.94,378.66
영업 이익,148.05,70.08,104.73,94.73
순이익,87.41,38.22,60.25,53.79
총 자산,1145.36,890.14,828.83,799.17
총부채,573.44,354.31,360.83,351.56
총자본,571.92,535.84,468,447.61
영업활동 현금,119.59,64.99,76.45,63.04
투자활동현금흐름,-187.87,-22.33,-64.64,-13.64
재무활동 현금,78.19,-18.64,-68.18,-55.88
현금순변동,-1.29,36.26,-59.72,-15.21
