마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,56.79,48.08,47.43,43.2
순이익,21.01,14.47,15.51,13.99
총 자산,1614.07,1111.58,865.19,824.4
총부채,1479.99,1011.42,780.69,757.47
총자본,134.08,100.15,84.5,66.93
영업활동 현금,-8.42,24.63,15.48,15.64
투자활동현금흐름,-79.81,-114.4,-36.71,-121.87
재무활동 현금,283.9,227.74,21.48,65.38
현금순변동,195.68,137.97,0.26,-40.85
