마감 기준:,2021년 02월 28일,2020년 02월 29일,2019년 02월 28일,2018년 02월 28일
총매출,0,0,0,0
총 이익,,,,
영업 이익,-36.34,-14.51,-17.54,-14.04
순이익,-36.34,-14.51,-17.54,-14.04
총 자산,43.4,42.84,12.16,13.4
총부채,10.58,4.37,9.53,3.07
총자본,32.82,38.46,2.63,10.32
영업활동 현금,-22.49,-9.09,-7.56,-6.39
투자활동현금흐름,-2.98,-3.39,-2.05,-2.8
재무활동 현금,26.6,40.46,7.33,16.5
현금순변동,1.5,27.88,-2.32,7.23
