마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,178.52,118.88,138.29,132.44
총 이익,30.44,18.87,23.57,26.32
영업 이익,13.67,-1.51,5.96,9.53
순이익,10.77,-1.65,6.54,5.05
총 자산,120.28,120.2,93.49,85.21
총부채,40.2,48.83,17.41,16.96
총자본,80.08,71.38,76.08,68.25
영업활동 현금,20.81,3.69,6.56,1.83
투자활동현금흐름,-5.04,-4.51,-3.81,-5.55
재무활동 현금,-14.11,6.25,-1.33,-0.51
현금순변동,1.66,5.44,1.43,-4.23
