마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,247.67,244.24,320.51,294.1
총 이익,48.34,57.52,71.42,77.55
영업 이익,3.96,3.1,-66.2,19.83
순이익,-3.75,-6.22,-59.85,7.62
총 자산,353.98,384.13,425.63,515.5
총부채,171.75,198.87,234.1,260.62
총자본,182.24,185.26,191.53,254.87
영업활동 현금,47.97,52.58,38.24,51.57
투자활동현금흐름,-27.52,-18.19,-30.2,-26.01
재무활동 현금,-26.69,-35.63,-14.83,-21.76
현금순변동,-6.24,-1.24,-6.78,3.8
