마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,31.09,22.49,25.32,16.45
총 이익,6.44,4.04,4.14,1.12
영업 이익,5.07,2.65,2.27,0.29
순이익,13.61,2.08,0.89,-4.38
총 자산,43.6,28.58,19.93,35.1
총부채,18.31,17.36,11.58,44.99
총자본,25.3,11.21,8.36,-9.89
영업활동 현금,7.81,3.43,8.39,12.85
투자활동현금흐름,1.24,1.67,0.14,-0.04
재무활동 현금,-0.26,-1.58,-5.88,-12.15
현금순변동,8.79,3.52,2.66,0.66
