마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,126.21,113.59,81.92,53.06
총 이익,60.18,59.02,38.36,25.8
영업 이익,-7.97,-3.46,-9.76,-5.74
순이익,-13.29,-9.01,-10.96,-5.81
총 자산,229.87,219.56,223.03,57.8
총부채,85.09,88.36,91.45,26.27
총자본,144.77,131.21,131.58,31.53
영업활동 현금,-5.02,8.85,-7.27,-1.7
투자활동현금흐름,-3.4,-3.3,-65.48,6.6
재무활동 현금,16.21,-3.95,78.64,0.07
현금순변동,8.32,1.73,6.24,5.06
