마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,93.45,117.73,303.31,221.25
총 이익,1.66,-7.87,-17,-7.2
영업 이익,-4.42,-13.9,-50.02,-19.66
순이익,-22.17,-27.43,-49.39,-20.38
총 자산,135.27,236.74,252.78,258.29
총부채,31.36,112.26,100.09,57.19
총자본,103.91,124.48,152.69,201.1
영업활동 현금,-24.81,-19.01,-7.14,-20.39
투자활동현금흐름,37.4,2.61,-12.77,82.72
재무활동 현금,-1.16,9.86,-0.84,-0.85
현금순변동,11.43,-6.54,-20.75,61.47
