마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,91.49,76.92,135.74,112.44
총 이익,16.25,13.49,25.43,20.25
영업 이익,1.34,0.75,0.91,-1.64
순이익,22.86,-10.39,-7.19,-5.69
총 자산,520.16,495.25,371.22,428.83
총부채,76.96,91.48,153.36,203.21
총자본,443.2,403.77,217.86,225.62
영업활동 현금,0.24,-50.88,-29.89,13.59
투자활동현금흐름,22.21,51.15,31.25,-0.95
재무활동 현금,0.75,126.45,-6.98,-5.3
현금순변동,26.16,126.01,-5.84,6.24
