마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,39.77,46.98,56.89,64.6
순이익,7.56,7.69,4.42,2.13
총 자산,1183.6,1176.84,1084.85,1175.55
총부채,1056.32,1052.86,964.21,1055.09
총자본,127.28,123.98,120.64,120.46
영업활동 현금,11.57,7.95,107.09,27.99
투자활동현금흐름,-55.87,-48.91,17.29,-27.3
재무활동 현금,-1.47,86.36,-97.05,-30.21
현금순변동,-45.76,45.4,27.33,-29.52
